,x
0.0,0.0
0.01001001001001001,5.0096820802266435e-05
0.02002002002002002,0.00020035212077067964
0.03003003003003003,0.0004506691062996749
0.04004004004004004,0.0008008330557513372
0.050050050050050046,0.0012505580385178182
0.06006006006006006,0.001799495980041624
0.07007007007007007,0.0024472366618156125
0.08008008008008008,0.003193307721382997
0.09009009009009009,0.00403717465233734
0.10010010010010009,0.0049782408043225635
0.11011011011011011,0.00601584738303294
0.12012012012012012,0.007149273450213089
0.13013013013013014,0.008377735923657996
0.14014014014014015,0.009700389577212988
0.15015015015015015,0.011116327040773753
0.16016016016016016,0.012624603088184392
0.17017017017017017,0.014224467486371933
0.18018018018018017,0.015914837159630966
0.19019019019019018,0.017694503009380292
0.20020020020020018,0.019562236878259046
0.21021021021021022,0.021516791550126674
0.22022022022022023,0.023556900750062944
0.23023023023023023,0.025681279144367943
0.24024024024024024,0.027888622340562073
0.2502502502502503,0.030177606887386084
0.2602602602602603,0.032546890274801
0.2702702702702703,0.034995110933988195
0.2802802802802803,0.037520888237349365
0.2902902902902903,0.04012282249850651
0.3003003003003003,0.04279949497230197
0.3103103103103103,0.04554946785479838
0.3203203203203203,0.04837128428327871
0.3303303303303303,0.05126346833624626
0.34034034034034033,0.054224525033424606
0.35035035035035034,0.057252940335757715
0.36036036036036034,0.06034718114540981
0.37037037037037035,0.06350569530576548
0.38038038038038036,0.06672691160142957
0.39039039039039036,0.07000923975822736
0.40040040040040037,0.07335107044320431
0.41041041041041043,0.07675077526462631
0.42042042042042044,0.0802067067719795
0.43043043043043044,0.08371719845597038
0.44044044044044045,0.08728056474852573
0.45045045045045046,0.09089510102279273
0.46046046046046046,0.09455909044334855
0.47047047047047047,0.09827103741929193
0.4804804804804805,0.1020293681269154
0.4904904904904905,0.10583241955961273
0.5005005005005005,0.10967854736350677
0.5105105105105106,0.11356612583744928
0.5205205205205206,0.1174935479330212
0.5305305305305306,0.12145922525453244
0.5405405405405406,0.12546158805902194
0.5505505505505506,0.12949908525625764
0.5605605605605606,0.13357018440873664
0.5705705705705706,0.13767337173168487
0.5805805805805806,0.1418071520930575
0.5905905905905906,0.1459700490135386
0.6006006006006006,0.15016060466654135
0.6106106106106106,0.15437737987820788
0.6206206206206206,0.15861895412740945
0.6306306306306306,0.16288392554574627
0.6406406406406406,0.16717091091754763
0.6506506506506506,0.17147854567987186
0.6606606606606606,0.17580548392250625
0.6706706706706707,0.18015039838796726
0.6806806806806807,0.18451198047150022
0.6906906906906907,0.18888894022107966
0.7007007007007007,0.19328000633740897
0.7107107107107107,0.19768392617392072
0.7207207207207207,0.20209946573677645
0.7307307307307307,0.20652540968486677
0.7407407407407407,0.21096056132981117
0.7507507507507507,0.2154037426359585
0.7607607607607607,0.2198537942203862
0.7707707707707707,0.22430957535290116
0.7807807807807807,0.22876996395603905
0.7907907907907907,0.23323385660506468
0.8008008008008007,0.23770016852797182
0.8108108108108109,0.24216783360548344
0.8208208208208209,0.24663580437105123
0.8308308308308309,0.25110305201085625
0.8408408408408409,0.2555685663638083
0.8508508508508509,0.2600313559215466
0.8608608608608609,0.2644904478284389
0.8708708708708709,0.2689448567355538
0.8808808808808809,0.2733933114363754
0.8908908908908909,0.27783496732662144
0.9009009009009009,0.2822691313633158
0.9109109109109109,0.2866951250432173
0.9209209209209209,0.2911122844028199
0.9309309309309309,0.2955199600183523
0.9409409409409409,0.2999175170057783
0.950950950950951,0.30430433502079673
0.960960960960961,0.3086798082588413
0.970970970970971,0.3130433454550806
0.980980980980981,0.3173943698844184
0.990990990990991,0.3217323193614933
1.001001001001001,0.326056646240679
1.011011011011011,0.3303668174160839
1.021021021021021,0.3346623143215517
1.031031031031031,0.33894263293066085
1.0410410410410411,0.3432072837567248
1.0510510510510511,0.3474557918527922
1.0610610610610611,0.35168769681164624
1.0710710710710711,0.35590255276580546
1.0810810810810811,0.36009992838752325
1.0910910910910911,0.3642794068887879
1.1011011011011012,0.3684405860213228
1.1111111111111112,0.37258307807658614
1.1211211211211212,0.37670650988577126
1.1311311311311312,0.3808105228198063
1.1411411411411412,0.3848947727893546
1.1511511511511512,0.3889589302448142
1.1611611611611612,0.39300268017631834
1.1711711711711712,0.3970257221137351
1.1811811811811812,0.40102777012666746
1.1911911911911912,0.4050085528244537
1.2012012012012012,0.4089678133561666
1.2112112112112112,0.41290530941061443
1.2212212212212212,0.4168208132163399
1.2312312312312312,0.4207141115416211
1.2412412412412412,0.42458500569447083
1.2512512512512513,0.4284333115226371
1.2612612612612613,0.4322588594136027
1.2712712712712713,0.4360614942945854
1.2812812812812813,0.4398410756325381
1.2912912912912913,0.4435974774341485
1.3013013013013013,0.4473305882458393
1.3113113113113113,0.4510403111537683
1.3213213213213213,0.45472656378382814
1.3313313313313313,0.4583892727466896
1.3413413413413413,0.4620282665273612
1.3513513513513513,0.4656435401551781
1.3613613613613613,0.4692351679634839
1.3713713713713713,0.4728032258440279
1.3813813813813813,0.4763477912469654
1.3913913913913913,0.47986894318085743
1.4014014014014013,0.4833667622126711
1.4114114114114114,0.4868413304677793
1.4214214214214214,0.4902927316299608
1.4314314314314314,0.4937210509414003
1.4414414414414414,0.4971263752026884
1.4514514514514514,0.5005087927728216
